date,county,state,fips,cases,deaths
2022-06-24,Gloucester,New Jersey,34015,76340,980
2022-06-24,Hudson,New Jersey,34017,192098,2742
2022-06-24,Hunterdon,New Jersey,34019,27992,278
2022-06-24,Mercer,New Jersey,34021,87740,1278
2022-06-24,Middlesex,New Jersey,34023,220546,2896
2022-06-24,Monmouth,New Jersey,34025,184053,2220
2022-06-24,Morris,New Jersey,34027,135556,1574
2022-06-24,Ocean,New Jersey,34029,177725,3032
2022-06-24,Passaic,New Jersey,34031,158265,2354
2022-06-24,Salem,New Jersey,34033,15370,252
2022-06-24,Somerset,New Jersey,34035,78423,982
2022-06-24,Sussex,New Jersey,34037,37460,500
2022-06-24,Union,New Jersey,34039,159999,2391
2022-06-24,Warren,New Jersey,34041,26277,346
2022-06-25,Atlantic,New Jersey,34001,74954,1017
2022-06-25,Bergen,New Jersey,34003,258686,3508
2022-06-25,Burlington,New Jersey,34005,114935,1240
2022-06-25,Camden,New Jersey,34007,138720,1849
2022-06-25,Cape May,New Jersey,34009,24511,310
2022-06-25,Cumberland,New Jersey,34011,42375,614
2022-06-25,Essex,New Jersey,34013,236862,3635
2022-06-25,Gloucester,New Jersey,34015,76389,980
2022-06-25,Hudson,New Jersey,34017,192351,2742
2022-06-25,Hunterdon,New Jersey,34019,28028,278
2022-06-25,Mercer,New Jersey,34021,87897,1278
2022-06-25,Middlesex,New Jersey,34023,220844,2896
2022-06-25,Monmouth,New Jersey,34025,184291,2220
2022-06-25,Morris,New Jersey,34027,135760,1574
2022-06-25,Ocean,New Jersey,34029,177910,3034
2022-06-25,Passaic,New Jersey,34031,158441,2354
2022-06-25,Salem,New Jersey,34033,15380,252
2022-06-25,Somerset,New Jersey,34035,78537,982
2022-06-25,Sussex,New Jersey,34037,37501,501
2022-06-25,Union,New Jersey,34039,160241,2392
2022-06-25,Warren,New Jersey,34041,26305,346
2022-06-26,Atlantic,New Jersey,34001,75033,1017
2022-06-26,Bergen,New Jersey,34003,259049,3508
2022-06-26,Burlington,New Jersey,34005,115073,1240
2022-06-26,Camden,New Jersey,34007,138857,1849
2022-06-26,Cape May,New Jersey,34009,24530,310
2022-06-26,Cumberland,New Jersey,34011,42397,614
2022-06-26,Essex,New Jersey,34013,237116,3635
2022-06-26,Gloucester,New Jersey,34015,76468,980
2022-06-26,Hudson,New Jersey,34017,192508,2742
2022-06-26,Hunterdon,New Jersey,34019,28057,278
2022-06-26,Mercer,New Jersey,34021,88024,1278
2022-06-26,Middlesex,New Jersey,34023,221118,2896
2022-06-26,Monmouth,New Jersey,34025,184510,2222
2022-06-26,Morris,New Jersey,34027,135922,1574
2022-06-26,Ocean,New Jersey,34029,178041,3034
2022-06-26,Passaic,New Jersey,34031,158570,2354
2022-06-26,Salem,New Jersey,34033,15390,252
2022-06-26,Somerset,New Jersey,34035,78624,982
2022-06-26,Sussex,New Jersey,34037,37526,501
2022-06-26,Union,New Jersey,34039,160388,2392
2022-06-26,Warren,New Jersey,34041,26316,346
2022-06-27,Atlantic,New Jersey,34001,75087,1018
2022-06-27,Bergen,New Jersey,34003,259225,3508
2022-06-27,Burlington,New Jersey,34005,115160,1242
2022-06-27,Camden,New Jersey,34007,138909,1849
2022-06-27,Cape May,New Jersey,34009,24545,310
2022-06-27,Cumberland,New Jersey,34011,42415,614
2022-06-27,Essex,New Jersey,34013,237278,3634
2022-06-27,Gloucester,New Jersey,34015,76504,980
2022-06-27,Hudson,New Jersey,34017,192635,2741
2022-06-27,Hunterdon,New Jersey,34019,28082,279
2022-06-27,Mercer,New Jersey,34021,88108,1278
2022-06-27,Middlesex,New Jersey,34023,221230,2896
2022-06-27,Monmouth,New Jersey,34025,184634,2223
2022-06-27,Morris,New Jersey,34027,136012,1574
2022-06-27,Ocean,New Jersey,34029,178108,3034
2022-06-27,Passaic,New Jersey,34031,158649,2355
2022-06-27,Salem,New Jersey,34033,15396,252
2022-06-27,Somerset,New Jersey,34035,78676,982
2022-06-27,Sussex,New Jersey,34037,37548,501
2022-06-27,Union,New Jersey,34039,160497,2391
2022-06-27,Warren,New Jersey,34041,26327,346
2022-06-28,Atlantic,New Jersey,34001,75165,1019
2022-06-28,Bergen,New Jersey,34003,259683,3509
2022-06-28,Burlington,New Jersey,34005,115298,1245
2022-06-28,Camden,New Jersey,34007,139050,1849
2022-06-28,Cape May,New Jersey,34009,24585,310
2022-06-28,Cumberland,New Jersey,34011,42476,615
2022-06-28,Essex,New Jersey,34013,237664,3634
2022-06-28,Gloucester,New Jersey,34015,76572,981
2022-06-28,Hudson,New Jersey,34017,192923,2744
2022-06-28,Hunterdon,New Jersey,34019,28113,279
2022-06-28,Mercer,New Jersey,34021,88252,1279
2022-06-28,Middlesex,New Jersey,34023,221654,2896
2022-06-28,Monmouth,New Jersey,34025,184842,2225
2022-06-28,Morris,New Jersey,34027,136224,1574
2022-06-28,Ocean,New Jersey,34029,178376,3036
2022-06-28,Passaic,New Jersey,34031,158824,2355
2022-06-28,Salem,New Jersey,34033,15410,252
2022-06-28,Somerset,New Jersey,34035,78837,982
2022-06-28,Sussex,New Jersey,34037,37591,501
2022-06-28,Union,New Jersey,34039,160747,2392
2022-06-28,Warren,New Jersey,34041,26360,346
2022-06-29,Atlantic,New Jersey,34001,75254,1019
2022-06-29,Bergen,New Jersey,34003,260101,3509
2022-06-29,Burlington,New Jersey,34005,115412,1246
2022-06-29,Camden,New Jersey,34007,139174,1851
2022-06-29,Cape May,New Jersey,34009,24610,310
2022-06-29,Cumberland,New Jersey,34011,42507,615
2022-06-29,Essex,New Jersey,34013,238043,3635
2022-06-29,Gloucester,New Jersey,34015,76632,981
2022-06-29,Hudson,New Jersey,34017,193236,2745
2022-06-29,Hunterdon,New Jersey,34019,28149,279
2022-06-29,Mercer,New Jersey,34021,88373,1279
2022-06-29,Middlesex,New Jersey,34023,221951,2896
2022-06-29,Monmouth,New Jersey,34025,185024,2229
2022-06-29,Morris,New Jersey,34027,136435,1574
2022-06-29,Ocean,New Jersey,34029,178537,3038
2022-06-29,Passaic,New Jersey,34031,159038,2355
2022-06-29,Salem,New Jersey,34033,15416,252
2022-06-29,Somerset,New Jersey,34035,78935,983
2022-06-29,Sussex,New Jersey,34037,37634,501
2022-06-29,Union,New Jersey,34039,160950,2393
2022-06-29,Warren,New Jersey,34041,26377,346
2022-06-30,Atlantic,New Jersey,34001,75354,1020
2022-06-30,Bergen,New Jersey,34003,260536,3510
2022-06-30,Burlington,New Jersey,34005,115585,1248
2022-06-30,Camden,New Jersey,34007,139372,1852
2022-06-30,Cape May,New Jersey,34009,24665,310
2022-06-30,Cumberland,New Jersey,34011,42607,616
2022-06-30,Essex,New Jersey,34013,238414,3635
2022-06-30,Gloucester,New Jersey,34015,76723,981
2022-06-30,Hudson,New Jersey,34017,193644,2745
2022-06-30,Hunterdon,New Jersey,34019,28190,280
2022-06-30,Mercer,New Jersey,34021,88565,1281
2022-06-30,Middlesex,New Jersey,34023,222318,2896
2022-06-30,Monmouth,New Jersey,34025,185269,2231
2022-06-30,Morris,New Jersey,34027,136665,1575
2022-06-30,Ocean,New Jersey,34029,178759,3038
2022-06-30,Passaic,New Jersey,34031,159268,2356
2022-06-30,Salem,New Jersey,34033,15429,252
2022-06-30,Somerset,New Jersey,34035,79083,983
2022-06-30,Sussex,New Jersey,34037,37675,501
2022-06-30,Union,New Jersey,34039,161179,2393
2022-06-30,Warren,New Jersey,34041,26402,346
2022-07-01,Atlantic,New Jersey,34001,75428,1020
2022-07-01,Bergen,New Jersey,34003,260976,3511
2022-07-01,Burlington,New Jersey,34005,115728,1250
2022-07-01,Camden,New Jersey,34007,139525,1852
2022-07-01,Cape May,New Jersey,34009,24703,310
2022-07-01,Cumberland,New Jersey,34011,42669,616
2022-07-01,Essex,New Jersey,34013,238803,3635
2022-07-01,Gloucester,New Jersey,34015,76804,981
2022-07-01,Hudson,New Jersey,34017,193945,2745
2022-07-01,Hunterdon,New Jersey,34019,28234,280
2022-07-01,Mercer,New Jersey,34021,88707,1281
2022-07-01,Middlesex,New Jersey,34023,222670,2896
2022-07-01,Monmouth,New Jersey,34025,185503,2232
2022-07-01,Morris,New Jersey,34027,136896,1576
2022-07-01,Ocean,New Jersey,34029,178956,3039
2022-07-01,Passaic,New Jersey,34031,159467,2356
2022-07-01,Salem,New Jersey,34033,15444,252
2022-07-01,Somerset,New Jersey,34035,79214,983
2022-07-01,Sussex,New Jersey,34037,37724,501
2022-07-01,Union,New Jersey,34039,161488,2395
2022-07-01,Warren,New Jersey,34041,26435,346
2022-07-02,Atlantic,New Jersey,34001,75521,1021
2022-07-02,Bergen,New Jersey,34003,261340,3511
2022-07-02,Burlington,New Jersey,34005,115910,1250
2022-07-02,Camden,New Jersey,34007,139746,1852
2022-07-02,Cape May,New Jersey,34009,24737,311
2022-07-02,Cumberland,New Jersey,34011,42718,616
2022-07-02,Essex,New Jersey,34013,239098,3635
2022-07-02,Gloucester,New Jersey,34015,76892,981
2022-07-02,Hudson,New Jersey,34017,194265,2745
2022-07-02,Hunterdon,New Jersey,34019,28272,280
2022-07-02,Mercer,New Jersey,34021,88838,1282
2022-07-02,Middlesex,New Jersey,34023,223042,2896
2022-07-02,Monmouth,New Jersey,34025,185788,2233
2022-07-02,Morris,New Jersey,34027,137127,1578
2022-07-02,Ocean,New Jersey,34029,179119,3039
2022-07-02,Passaic,New Jersey,34031,159654,2356
2022-07-02,Salem,New Jersey,34033,15455,252
2022-07-02,Somerset,New Jersey,34035,79351,984
2022-07-02,Sussex,New Jersey,34037,37783,501
2022-07-02,Union,New Jersey,34039,161737,2395
2022-07-02,Warren,New Jersey,34041,26463,346
2022-07-03,Atlantic,New Jersey,34001,75570,1021
2022-07-03,Bergen,New Jersey,34003,261669,3511
2022-07-03,Burlington,New Jersey,34005,116023,1250
2022-07-03,Camden,New Jersey,34007,139874,1852
2022-07-03,Cape May,New Jersey,34009,24756,311
2022-07-03,Cumberland,New Jersey,34011,42757,616
2022-07-03,Essex,New Jersey,34013,239398,3635
2022-07-03,Gloucester,New Jersey,34015,76952,981
2022-07-03,Hudson,New Jersey,34017,194493,2745
2022-07-03,Hunterdon,New Jersey,34019,28290,280
2022-07-03,Mercer,New Jersey,34021,88953,1282
2022-07-03,Middlesex,New Jersey,34023,223321,2896
2022-07-03,Monmouth,New Jersey,34025,185969,2234
2022-07-03,Morris,New Jersey,34027,137320,1578
2022-07-03,Ocean,New Jersey,34029,179248,3039
2022-07-03,Passaic,New Jersey,34031,159831,2356
2022-07-03,Salem,New Jersey,34033,15466,252
2022-07-03,Somerset,New Jersey,34035,79437,984
2022-07-03,Sussex,New Jersey,34037,37809,501
2022-07-03,Union,New Jersey,34039,161887,2395
2022-07-03,Warren,New Jersey,34041,26483,346
2022-07-04,Atlantic,New Jersey,34001,75714,1021
2022-07-04,Bergen,New Jersey,34003,261898,3511
2022-07-04,Burlington,New Jersey,34005,116089,1250
2022-07-04,Camden,New Jersey,34007,139962,1852
2022-07-04,Cape May,New Jersey,34009,24782,311
2022-07-04,Cumberland,New Jersey,34011,42775,616
2022-07-04,Essex,New Jersey,34013,239581,3635
2022-07-04,Gloucester,New Jersey,34015,76999,981
2022-07-04,Hudson,New Jersey,34017,194609,2745
2022-07-04,Hunterdon,New Jersey,34019,28306,280
2022-07-04,Mercer,New Jersey,34021,89038,1282
2022-07-04,Middlesex,New Jersey,34023,223442,2896
2022-07-04,Monmouth,New Jersey,34025,186116,2234
2022-07-04,Morris,New Jersey,34027,137427,1578
2022-07-04,Ocean,New Jersey,34029,179364,3039
2022-07-04,Passaic,New Jersey,34031,159967,2356
2022-07-04,Salem,New Jersey,34033,15469,252
2022-07-04,Somerset,New Jersey,34035,79491,984
2022-07-04,Sussex,New Jersey,34037,37837,501
2022-07-04,Union,New Jersey,34039,162003,2395
2022-07-04,Warren,New Jersey,34041,26494,346
2022-07-05,Atlantic,New Jersey,34001,75741,1021
2022-07-05,Bergen,New Jersey,34003,262175,3511
2022-07-05,Burlington,New Jersey,34005,116201,1250
2022-07-05,Camden,New Jersey,34007,140081,1852
2022-07-05,Cape May,New Jersey,34009,24807,311
2022-07-05,Cumberland,New Jersey,34011,42801,616
2022-07-05,Essex,New Jersey,34013,239774,3635
2022-07-05,Gloucester,New Jersey,34015,77068,981
2022-07-05,Hudson,New Jersey,34017,194811,2745
2022-07-05,Hunterdon,New Jersey,34019,28330,280
2022-07-05,Mercer,New Jersey,34021,89119,1282
2022-07-05,Middlesex,New Jersey,34023,223690,2896
2022-07-05,Monmouth,New Jersey,34025,186231,2234
2022-07-05,Morris,New Jersey,34027,137537,1578
2022-07-05,Ocean,New Jersey,34029,179508,3039
2022-07-05,Passaic,New Jersey,34031,160104,2357
2022-07-05,Salem,New Jersey,34033,15477,252
2022-07-05,Somerset,New Jersey,34035,79577,984
2022-07-05,Sussex,New Jersey,34037,37849,501
2022-07-05,Union,New Jersey,34039,162163,2395
2022-07-05,Warren,New Jersey,34041,26514,346
2022-07-06,Atlantic,New Jersey,34001,75837,1021
2022-07-06,Bergen,New Jersey,34003,262594,3512
2022-07-06,Burlington,New Jersey,34005,116347,1252
2022-07-06,Camden,New Jersey,34007,140198,1853
2022-07-06,Cape May,New Jersey,34009,24841,311
2022-07-06,Cumberland,New Jersey,34011,42841,616
2022-07-06,Essex,New Jersey,34013,240138,3637
2022-07-06,Gloucester,New Jersey,34015,77128,982
2022-07-06,Hudson,New Jersey,34017,195052,2746
2022-07-06,Hunterdon,New Jersey,34019,28356,280
2022-07-06,Mercer,New Jersey,34021,89242,1283
2022-07-06,Middlesex,New Jersey,34023,223973,2897
2022-07-06,Monmouth,New Jersey,34025,186428,2235
2022-07-06,Morris,New Jersey,34027,137751,1579
2022-07-06,Ocean,New Jersey,34029,179699,3042
2022-07-06,Passaic,New Jersey,34031,160280,2358
2022-07-06,Salem,New Jersey,34033,15487,252
2022-07-06,Somerset,New Jersey,34035,79680,984
2022-07-06,Sussex,New Jersey,34037,37891,501
2022-07-06,Union,New Jersey,34039,162327,2396
2022-07-06,Warren,New Jersey,34041,26537,346
2022-07-07,Atlantic,New Jersey,34001,75950,1021
2022-07-07,Bergen,New Jersey,34003,263071,3512
2022-07-07,Burlington,New Jersey,34005,116520,1253
2022-07-07,Camden,New Jersey,34007,140357,1853
2022-07-07,Cape May,New Jersey,34009,24865,311
2022-07-07,Cumberland,New Jersey,34011,42933,616
2022-07-07,Essex,New Jersey,34013,240528,3637
2022-07-07,Gloucester,New Jersey,34015,77209,983
2022-07-07,Hudson,New Jersey,34017,195366,2746
2022-07-07,Hunterdon,New Jersey,34019,28384,280
2022-07-07,Mercer,New Jersey,34021,89372,1283
2022-07-07,Middlesex,New Jersey,34023,224451,2897
2022-07-07,Monmouth,New Jersey,34025,186675,2236
2022-07-07,Morris,New Jersey,34027,138044,1579
2022-07-07,Ocean,New Jersey,34029,179879,3045
2022-07-07,Passaic,New Jersey,34031,160494,2359
2022-07-07,Salem,New Jersey,34033,15514,252
2022-07-07,Somerset,New Jersey,34035,79828,984
2022-07-07,Sussex,New Jersey,34037,37933,501
2022-07-07,Union,New Jersey,34039,162614,2397
2022-07-07,Warren,New Jersey,34041,26563,346
2022-07-08,Atlantic,New Jersey,34001,76123,1021
2022-07-08,Bergen,New Jersey,34003,263578,3514
2022-07-08,Burlington,New Jersey,34005,116731,1253
2022-07-08,Camden,New Jersey,34007,140612,1854
2022-07-08,Cape May,New Jersey,34009,24920,311
2022-07-08,Cumberland,New Jersey,34011,43010,616
2022-07-08,Essex,New Jersey,34013,240959,3637
2022-07-08,Gloucester,New Jersey,34015,77358,984
2022-07-08,Hudson,New Jersey,34017,195727,2746
2022-07-08,Hunterdon,New Jersey,34019,28415,280
2022-07-08,Mercer,New Jersey,34021,89547,1283
2022-07-08,Middlesex,New Jersey,34023,224907,2897
2022-07-08,Monmouth,New Jersey,34025,186946,2238
2022-07-08,Morris,New Jersey,34027,138296,1580
2022-07-08,Ocean,New Jersey,34029,180134,3045
2022-07-08,Passaic,New Jersey,34031,160708,2359
2022-07-08,Salem,New Jersey,34033,15539,252
2022-07-08,Somerset,New Jersey,34035,80025,984
2022-07-08,Sussex,New Jersey,34037,37993,501
2022-07-08,Union,New Jersey,34039,162928,2398
2022-07-08,Warren,New Jersey,34041,26595,346
2022-07-09,Atlantic,New Jersey,34001,76237,1022
2022-07-09,Bergen,New Jersey,34003,263961,3515
2022-07-09,Burlington,New Jersey,34005,116895,1255
2022-07-09,Camden,New Jersey,34007,140764,1855
2022-07-09,Cape May,New Jersey,34009,24961,311
2022-07-09,Cumberland,New Jersey,34011,43055,616
2022-07-09,Essex,New Jersey,34013,241362,3637
2022-07-09,Gloucester,New Jersey,34015,77458,984
2022-07-09,Hudson,New Jersey,34017,196062,2746
2022-07-09,Hunterdon,New Jersey,34019,28459,280
2022-07-09,Mercer,New Jersey,34021,89700,1283
2022-07-09,Middlesex,New Jersey,34023,225295,2897
2022-07-09,Monmouth,New Jersey,34025,187183,2239
2022-07-09,Morris,New Jersey,34027,138534,1580
2022-07-09,Ocean,New Jersey,34029,180347,3046
2022-07-09,Passaic,New Jersey,34031,160907,2360
2022-07-09,Salem,New Jersey,34033,15552,252
2022-07-09,Somerset,New Jersey,34035,80175,984
2022-07-09,Sussex,New Jersey,34037,38052,501
2022-07-09,Union,New Jersey,34039,163190,2398
2022-07-09,Warren,New Jersey,34041,26630,346
2022-07-10,Atlantic,New Jersey,34001,76313,1022
2022-07-10,Bergen,New Jersey,34003,264239,3515
2022-07-10,Burlington,New Jersey,34005,117055,1255
2022-07-10,Camden,New Jersey,34007,140939,1855
2022-07-10,Cape May,New Jersey,34009,24989,311
2022-07-10,Cumberland,New Jersey,34011,43085,616
2022-07-10,Essex,New Jersey,34013,241666,3637
2022-07-10,Gloucester,New Jersey,34015,77517,984
2022-07-10,Hudson,New Jersey,34017,196295,2746
2022-07-10,Hunterdon,New Jersey,34019,28487,280
2022-07-10,Mercer,New Jersey,34021,89829,1283
2022-07-10,Middlesex,New Jersey,34023,225667,2898
2022-07-10,Monmouth,New Jersey,34025,187406,2239
2022-07-10,Morris,New Jersey,34027,138713,1580
2022-07-10,Ocean,New Jersey,34029,180519,3047
2022-07-10,Passaic,New Jersey,34031,161039,2360
2022-07-10,Salem,New Jersey,34033,15559,252
2022-07-10,Somerset,New Jersey,34035,80286,984
2022-07-10,Sussex,New Jersey,34037,38096,501
2022-07-10,Union,New Jersey,34039,163329,2398
2022-07-10,Warren,New Jersey,34041,26651,346
2022-07-11,Atlantic,New Jersey,34001,76388,1021
2022-07-11,Bergen,New Jersey,34003,264406,3515
2022-07-11,Burlington,New Jersey,34005,117145,1256
2022-07-11,Camden,New Jersey,34007,141051,1855
2022-07-11,Cape May,New Jersey,34009,25015,311
2022-07-11,Cumberland,New Jersey,34011,43125,616
2022-07-11,Essex,New Jersey,34013,241851,3638
2022-07-11,Gloucester,New Jersey,34015,77592,984
2022-07-11,Hudson,New Jersey,34017,196464,2746
2022-07-11,Hunterdon,New Jersey,34019,28510,280
2022-07-11,Mercer,New Jersey,34021,89912,1283
2022-07-11,Middlesex,New Jersey,34023,225811,2898
2022-07-11,Monmouth,New Jersey,34025,187569,2239
2022-07-11,Morris,New Jersey,34027,138840,1580
2022-07-11,Ocean,New Jersey,34029,180635,3047
2022-07-11,Passaic,New Jersey,34031,161158,2360
2022-07-11,Salem,New Jersey,34033,15568,252
2022-07-11,Somerset,New Jersey,34035,80342,984
2022-07-11,Sussex,New Jersey,34037,38112,501
2022-07-11,Union,New Jersey,34039,163426,2400
2022-07-11,Warren,New Jersey,34041,26676,346
2022-07-12,Atlantic,New Jersey,34001,76509,1021
2022-07-12,Bergen,New Jersey,34003,265052,3516
2022-07-12,Burlington,New Jersey,34005,117320,1256
2022-07-12,Camden,New Jersey,34007,141224,1857
2022-07-12,Cape May,New Jersey,34009,25068,311
2022-07-12,Cumberland,New Jersey,34011,43190,616
2022-07-12,Essex,New Jersey,34013,242288,3639
2022-07-12,Gloucester,New Jersey,34015,77660,987
2022-07-12,Hudson,New Jersey,34017,196917,2746
2022-07-12,Hunterdon,New Jersey,34019,28543,280
2022-07-12,Mercer,New Jersey,34021,90073,1283
2022-07-12,Middlesex,New Jersey,34023,226276,2899
2022-07-12,Monmouth,New Jersey,34025,187774,2239
2022-07-12,Morris,New Jersey,34027,139130,1581
2022-07-12,Ocean,New Jersey,34029,180894,3048
2022-07-12,Passaic,New Jersey,34031,161373,2362
2022-07-12,Salem,New Jersey,34033,15586,252
2022-07-12,Somerset,New Jersey,34035,80517,984
2022-07-12,Sussex,New Jersey,34037,38141,502
2022-07-12,Union,New Jersey,34039,163761,2401
2022-07-12,Warren,New Jersey,34041,26731,346
2022-07-13,Atlantic,New Jersey,34001,76625,1021
2022-07-13,Bergen,New Jersey,34003,265517,3518
2022-07-13,Burlington,New Jersey,34005,117487,1256
2022-07-13,Camden,New Jersey,34007,141400,1857
2022-07-13,Cape May,New Jersey,34009,25108,311
2022-07-13,Cumberland,New Jersey,34011,43264,617
2022-07-13,Essex,New Jersey,34013,242680,3640
2022-07-13,Gloucester,New Jersey,34015,77742,987
2022-07-13,Hudson,New Jersey,34017,197216,2746
2022-07-13,Hunterdon,New Jersey,34019,28591,280
2022-07-13,Mercer,New Jersey,34021,90210,1284
2022-07-13,Middlesex,New Jersey,34023,226624,2900
2022-07-13,Monmouth,New Jersey,34025,187999,2239
2022-07-13,Morris,New Jersey,34027,139356,1581
2022-07-13,Ocean,New Jersey,34029,181109,3049
2022-07-13,Passaic,New Jersey,34031,161609,2362
2022-07-13,Salem,New Jersey,34033,15609,252
2022-07-13,Somerset,New Jersey,34035,80642,984
2022-07-13,Sussex,New Jersey,34037,38179,502
2022-07-13,Union,New Jersey,34039,163998,2401
2022-07-13,Warren,New Jersey,34041,26770,346
2022-07-14,Atlantic,New Jersey,34001,76750,1022
2022-07-14,Bergen,New Jersey,34003,266013,3519
2022-07-14,Burlington,New Jersey,34005,117657,1257
2022-07-14,Camden,New Jersey,34007,141599,1857
2022-07-14,Cape May,New Jersey,34009,25150,311
2022-07-14,Cumberland,New Jersey,34011,43340,617
2022-07-14,Essex,New Jersey,34013,243118,3640
2022-07-14,Gloucester,New Jersey,34015,77810,988
2022-07-14,Hudson,New Jersey,34017,197561,2746
2022-07-14,Hunterdon,New Jersey,34019,28654,280
2022-07-14,Mercer,New Jersey,34021,90396,1284
2022-07-14,Middlesex,New Jersey,34023,227127,2901
2022-07-14,Monmouth,New Jersey,34025,188269,2240
2022-07-14,Morris,New Jersey,34027,139611,1583
2022-07-14,Ocean,New Jersey,34029,181380,3051
2022-07-14,Passaic,New Jersey,34031,161850,2364
2022-07-14,Salem,New Jersey,34033,15622,252
2022-07-14,Somerset,New Jersey,34035,80803,984
2022-07-14,Sussex,New Jersey,34037,38225,502
2022-07-14,Union,New Jersey,34039,164271,2401
2022-07-14,Warren,New Jersey,34041,26804,346
2022-07-15,Atlantic,New Jersey,34001,76857,1022
2022-07-15,Bergen,New Jersey,34003,266492,3519
2022-07-15,Burlington,New Jersey,34005,117829,1258
2022-07-15,Camden,New Jersey,34007,141832,1857
2022-07-15,Cape May,New Jersey,34009,25194,311
2022-07-15,Cumberland,New Jersey,34011,43423,617
2022-07-15,Essex,New Jersey,34013,243557,3640
2022-07-15,Gloucester,New Jersey,34015,77905,988
2022-07-15,Hudson,New Jersey,34017,197866,2746
2022-07-15,Hunterdon,New Jersey,34019,28699,280
2022-07-15,Mercer,New Jersey,34021,90579,1285
2022-07-15,Middlesex,New Jersey,34023,227513,2901
2022-07-15,Monmouth,New Jersey,34025,188528,2242
2022-07-15,Morris,New Jersey,34027,139806,1583
2022-07-15,Ocean,New Jersey,34029,181597,3051
2022-07-15,Passaic,New Jersey,34031,162055,2366
2022-07-15,Salem,New Jersey,34033,15639,252
2022-07-15,Somerset,New Jersey,34035,80946,985
2022-07-15,Sussex,New Jersey,34037,38256,502
2022-07-15,Union,New Jersey,34039,164551,2401
2022-07-15,Warren,New Jersey,34041,26851,346
2022-07-16,Atlantic,New Jersey,34001,77016,1022
2022-07-16,Bergen,New Jersey,34003,266995,3520
2022-07-16,Burlington,New Jersey,34005,117986,1259
2022-07-16,Camden,New Jersey,34007,141977,1857
2022-07-16,Cape May,New Jersey,34009,25226,311
2022-07-16,Cumberland,New Jersey,34011,43483,617
2022-07-16,Essex,New Jersey,34013,243981,3641
2022-07-16,Gloucester,New Jersey,34015,77991,988
2022-07-16,Hudson,New Jersey,34017,198209,2746
2022-07-16,Hunterdon,New Jersey,34019,28733,280
2022-07-16,Mercer,New Jersey,34021,90693,1285
2022-07-16,Middlesex,New Jersey,34023,227842,2901
2022-07-16,Monmouth,New Jersey,34025,188780,2243
2022-07-16,Morris,New Jersey,34027,140029,1583
2022-07-16,Ocean,New Jersey,34029,181817,3051
2022-07-16,Passaic,New Jersey,34031,162285,2367
2022-07-16,Salem,New Jersey,34033,15653,252
2022-07-16,Somerset,New Jersey,34035,81094,985
2022-07-16,Sussex,New Jersey,34037,38295,502
2022-07-16,Union,New Jersey,34039,164798,2403
2022-07-16,Warren,New Jersey,34041,26884,346
2022-07-17,Atlantic,New Jersey,34001,77142,1022
2022-07-17,Bergen,New Jersey,34003,267301,3520
2022-07-17,Burlington,New Jersey,34005,118163,1259
2022-07-17,Camden,New Jersey,34007,142162,1857
2022-07-17,Cape May,New Jersey,34009,25246,311
2022-07-17,Cumberland,New Jersey,34011,43525,617
2022-07-17,Essex,New Jersey,34013,244292,3641
2022-07-17,Gloucester,New Jersey,34015,78091,988
2022-07-17,Hudson,New Jersey,34017,198492,2746
2022-07-17,Hunterdon,New Jersey,34019,28757,280
2022-07-17,Mercer,New Jersey,34021,90808,1285
2022-07-17,Middlesex,New Jersey,34023,228147,2901
2022-07-17,Monmouth,New Jersey,34025,189020,2243
2022-07-17,Morris,New Jersey,34027,140184,1583
2022-07-17,Ocean,New Jersey,34029,182004,3051
2022-07-17,Passaic,New Jersey,34031,162444,2367
2022-07-17,Salem,New Jersey,34033,15666,252
2022-07-17,Somerset,New Jersey,34035,81195,985
2022-07-17,Sussex,New Jersey,34037,38332,502
2022-07-17,Union,New Jersey,34039,165013,2403
2022-07-17,Warren,New Jersey,34041,26907,346
2022-07-18,Atlantic,New Jersey,34001,77193,1022
2022-07-18,Bergen,New Jersey,34003,267574,3522
2022-07-18,Burlington,New Jersey,34005,118219,1260
2022-07-18,Camden,New Jersey,34007,142271,1857
2022-07-18,Cape May,New Jersey,34009,25275,311
2022-07-18,Cumberland,New Jersey,34011,43553,617
2022-07-18,Essex,New Jersey,34013,244552,3641
2022-07-18,Gloucester,New Jersey,34015,78143,988
2022-07-18,Hudson,New Jersey,34017,198702,2746
2022-07-18,Hunterdon,New Jersey,34019,28779,280
2022-07-18,Mercer,New Jersey,34021,90887,1286
2022-07-18,Middlesex,New Jersey,34023,228315,2901
2022-07-18,Monmouth,New Jersey,34025,189183,2243
2022-07-18,Morris,New Jersey,34027,140296,1583
2022-07-18,Ocean,New Jersey,34029,182107,3051
2022-07-18,Passaic,New Jersey,34031,162532,2367
2022-07-18,Salem,New Jersey,34033,15678,252
2022-07-18,Somerset,New Jersey,34035,81250,985
2022-07-18,Sussex,New Jersey,34037,38366,502
2022-07-18,Union,New Jersey,34039,165154,2403
2022-07-18,Warren,New Jersey,34041,26921,346
2022-07-19,Atlantic,New Jersey,34001,77308,1023
2022-07-19,Bergen,New Jersey,34003,268083,3523
2022-07-19,Burlington,New Jersey,34005,118406,1260
2022-07-19,Camden,New Jersey,34007,142490,1857
2022-07-19,Cape May,New Jersey,34009,25320,313
2022-07-19,Cumberland,New Jersey,34011,43648,618
2022-07-19,Essex,New Jersey,34013,244933,3642
